property_id,status_id,style_id,type_id,property_mls_number,property_apn_number,property_tax_number,property_address,property_address2,property_city,property_county,property_state,property_state_abbrev,property_zip,property_country,property_township,property_long_desc,property_med_desc,property_short_desc,property_value,property_listing_date,property_exp_date,property_date_created,property_date_updated,property_total_campaign_cost
50033,2,0,0,9356654,NULL,NULL,"4256 W Lake Cir",NULL,Littleton,,CO,CO,80123,"United States",NULL,"Beautiful home on Corner lot in a wonderful neighborhood, The Hamlet. This 4 Bedroom, 4 bath home has many upgrades. From walking into the stunning entry way, to the Beautiful updated kitchen open to the family room with a wall of windows looking out to a park like setting backyard with a fire pit. Family room has built ins and a wet bar. Large master suite with 5 piece bathroom and his and her closets. The formal dining room has a beautifully designed wood ceiling.  Finished basement has a Large family room, exercise room, bathroom, and great storage. Very large laundry room/mud room, New two tank water heater, New paint, Plantation shutters, wood floors in Formal living and dining room. Main floor bathroom recently remodeled. Too many upgrades to mention, a must to see!","Beautiful home on Corner lot in a wonderful neighborhood, The Hamlet. This 4 Bedroom, 4 bath home has many upgrades. From walking into the stunning entry way, to the Beautiful updated kitchen open to the family room with a wall of windows looking out to a park like setting backyard with a fire pit. Family room has built ins and a wet bar. Large master suite with 5 piece bathroom and his and her closets. The formal dining room has a beautifully designed wood ceiling.  Finished basement has a Large family room, exercise room, bathroom, and great storage. Very large laundry room/mud room, New two tank water heater, New paint, Plantation shutters, wood floors in Formal living and dining room. Main floor bathroom recently remodeled. Too many upgrades to mention, a must to see!",NULL,865000,2018-03-20,2018-04-20,"2019-01-15 16:44:40","0000-00-00 00:00:00",0
50034,2,0,0,4421589,NULL,NULL,"16495 Mount Herman Ln",NULL,Monument,,CO,CO,80132,"United States",NULL,"Spacious Ranch style home on over 5.5 acres at the base of Mount Herman and bordering national forest land! 7 bedrooms, 4 bathrooms and zoned for horses -- this is a must see! Situated on a beautiful lot with panoramic views, you can live in a rural setting just minutes from all of the amenities in Monument and the convenience of I-25. New hardwood floors, new carpet, new tile, new stainless appliances. Main floor living features master suite, 2 more bedrooms, laundry room, living room, kitchen, dining area, and sunroom. Fully finished walk out basement has full kitchen, 4 more bedrooms, large family room, and ANOTHER laundry room! Covered patio out back opens to newer hot tub and gazebo -- and amazing views of the city lights! 4 car oversized garage. Check out the detail put into the textured ceilings in the kitchen and living room! Bonus shower in main floor laundry. Large wood deck on front of the house. New water heater and pressure tank. No HOA dues!","Spacious Ranch style home on over 5.5 acres at the base of Mount Herman and bordering national forest land! 7 bedrooms, 4 bathrooms and zoned for horses -- this is a must see! Situated on a beautiful lot with panoramic views, you can live in a rural setting just minutes from all of the amenities in Monument and the convenience of I-25. New hardwood floors, new carpet, new tile, new stainless appliances. Main floor living features master suite, 2 more bedrooms, laundry room, living room, kitchen, dining area, and sunroom. Fully finished walk out basement has full kitchen, 4 more bedrooms, large family room, and ANOTHER laundry room! Covered patio out back opens to newer hot tub and gazebo -- and amazing views of the city lights! 4 car oversized garage. Check out the detail put into the textured ceilings in the kitchen and living room! Bonus shower in main floor laundry. Large wood deck on front of the house. New water heater and pressure tank. No HOA dues!",NULL,550000,2018-10-28,2019-01-07,"2019-01-15 16:44:40","0000-00-00 00:00:00",0
50035,2,0,0,2324327,NULL,NULL,"13375 W Center Dr",NULL,Lakewood,,CO,CO,80228,"United States",NULL,"Location! Location! Incredible home walking distance to Green Mountain open space & trails! Mountain & City views!  Nice size Kitchen w/granite counter tops w/large island, oak cabinetry w/stainless steel appliances.  Living room is large w/beautiful brick perch w/wood burning fireplace for the whole family to enjoy. Upstairs bathrooms w/granite counter tops & tile. Downstairs has large family room, half bath w/walk out to yard, mud room, attached XL 2-car insulated & updated garage.  Double pained, double sliding windows, furnace w/house humidifier, A/C, & attic fan! Huge Non-conforming basement w/ lots of storage! Under covered lighted extended patio w/gas outlet for grill.  Large yard w/new 6   privacy fence, sprinkler system (needs a TLC) w/garden beds. New utility Tuff shed; New Roof & Gutters w/leaf guards; Upper level has new carpet.  Home includes Solar Panels w/transferable contract. Fabulous neighborhood. This house has been cared for and is ready for you to enjoy!","Location! Location! Incredible home walking distance to Green Mountain open space & trails! Mountain & City views!  Nice size Kitchen w/granite counter tops w/large island, oak cabinetry w/stainless steel appliances.  Living room is large w/beautiful brick perch w/wood burning fireplace for the whole family to enjoy. Upstairs bathrooms w/granite counter tops & tile. Downstairs has large family room, half bath w/walk out to yard, mud room, attached XL 2-car insulated & updated garage.  Double pained, double sliding windows, furnace w/house humidifier, A/C, & attic fan! Huge Non-conforming basement w/ lots of storage! Under covered lighted extended patio w/gas outlet for grill.  Large yard w/new 6   privacy fence, sprinkler system (needs a TLC) w/garden beds. New utility Tuff shed; New Roof & Gutters w/leaf guards; Upper level has new carpet.  Home includes Solar Panels w/transferable contract. Fabulous neighborhood. This house has been cared for and is ready for you to enjoy!",NULL,475000,2018-02-01,2018-03-14,"2019-01-15 16:44:40","0000-00-00 00:00:00",0
50036,2,0,0,3599245,NULL,NULL,"2348 S Eldridge St",NULL,Lakewood,,CO,CO,80228,"United States",NULL,"Don  t miss this classic ranch style home in the desirable Green Mountain area of Lakewood. Move right in and enjoy this home with its brand new kitchen with stainless steel appliances.   Nice size Master Bedroom with attached full bathroom, 2 large bedrooms that share a remodeled full bath on the main floor. Huge basement with 1 bedroom and full bath, wet bar and large area for entertaining, lots of storage area and Washer and Dryer hook ups.. This home has large 2 car garage, huge backyard with stamped concrete patio, a nice storage shed, separate laundry room in basement, sprinkler system and it  s privacy fenced. You won  t be disappointed.","Don  t miss this classic ranch style home in the desirable Green Mountain area of Lakewood. Move right in and enjoy this home with its brand new kitchen with stainless steel appliances.   Nice size Master Bedroom with attached full bathroom, 2 large bedrooms that share a remodeled full bath on the main floor. Huge basement with 1 bedroom and full bath, wet bar and large area for entertaining, lots of storage area and Washer and Dryer hook ups.. This home has large 2 car garage, huge backyard with stamped concrete patio, a nice storage shed, separate laundry room in basement, sprinkler system and it  s privacy fenced. You won  t be disappointed.",NULL,465000,2017-09-11,2017-10-06,"2019-01-15 16:44:40","0000-00-00 00:00:00",0
50037,2,0,0,2529044,NULL,NULL,"849 Garfield St",NULL,Denver,,CO,CO,80206,"United States",NULL,"Updated Congress Park home with hardwoods and lots of original character and charm.  Entertain in the beautiful living room with tiled fireplace or formal dining room; the large & bright eat-in kitchen with SS appliances, office, powder bath & laundry complete the main level. Upstairs is the spacious master suite with vaulted ceiling, walk-in closet and spa-like bath with Jacuzzi tub; two generous bedrooms and a convenient hallway bath complete the upper level.  Finished lower level with family/flex room, nonconforming bedroom, beautiful steam shower bath, and unfinished storage. Spacious front porch and private backyard with brick patio means year-round entertaining. Detached 2-car garage. Central A/C. Attic fan. New roof and main-floor windows. Blocks from 9th & Colorado redevelopment project; a quick walk to Congress Park, neighborhood restaurants and Trader Joe  s; a short drive to Cherry Creek, Washington Park, downtown and I-25.  Please verify schools - Denver has a choice program","Updated Congress Park home with hardwoods and lots of original character and charm.  Entertain in the beautiful living room with tiled fireplace or formal dining room; the large & bright eat-in kitchen with SS appliances, office, powder bath & laundry complete the main level. Upstairs is the spacious master suite with vaulted ceiling, walk-in closet and spa-like bath with Jacuzzi tub; two generous bedrooms and a convenient hallway bath complete the upper level.  Finished lower level with family/flex room, nonconforming bedroom, beautiful steam shower bath, and unfinished storage. Spacious front porch and private backyard with brick patio means year-round entertaining. Detached 2-car garage. Central A/C. Attic fan. New roof and main-floor windows. Blocks from 9th & Colorado redevelopment project; a quick walk to Congress Park, neighborhood restaurants and Trader Joe  s; a short drive to Cherry Creek, Washington Park, downtown and I-25.  Please verify schools - Denver has a choice program",NULL,885000,2017-09-08,2017-11-21,"2019-01-15 16:44:40","0000-00-00 00:00:00",0
50038,2,0,0,9585048,NULL,NULL,"490 S Gray St",NULL,Lakewood,,CO,CO,80226,"United States",NULL,"PHYSICAL ADDRESS OF HOME IS: 5855 W VIRGINIA AVENUE: Wonderful Happy Home! Blocks away from Bel Mar. 2 Bedroom, 2 Bath. 1 Car Detached Garage, 2 Sheds, Garden Beds set up, Sprinkler System. Updated Kitchen and Baths. All appliances Included. This home has 2 decks. The front porch has wonderful wood ceiling. The side porch opens to dining room. Inside the home has the same charming wood ceilings. The kitchen has granite and an island and a gas stove. The master bedroom is large in the lower level. Central vacuum. The yard is outstanding for entertaining and has space for RV parking. Whole foods, shopping, rest, public transportation all close by! Happy Home with great Location.","PHYSICAL ADDRESS OF HOME IS: 5855 W VIRGINIA AVENUE: Wonderful Happy Home! Blocks away from Bel Mar. 2 Bedroom, 2 Bath. 1 Car Detached Garage, 2 Sheds, Garden Beds set up, Sprinkler System. Updated Kitchen and Baths. All appliances Included. This home has 2 decks. The front porch has wonderful wood ceiling. The side porch opens to dining room. Inside the home has the same charming wood ceilings. The kitchen has granite and an island and a gas stove. The master bedroom is large in the lower level. Central vacuum. The yard is outstanding for entertaining and has space for RV parking. Whole foods, shopping, rest, public transportation all close by! Happy Home with great Location.",NULL,350000,2018-01-26,2018-03-15,"2019-01-15 16:44:41","0000-00-00 00:00:00",0
50039,2,0,0,4052555,NULL,NULL,"8325 Swadley St",NULL,Arvada,,CO,CO,80005,"United States",NULL,"Gorgeous corner lot ranch home in sought after Overlook at Standley Lake neighborhood! Enter into a welcoming and naturally lit living room. Kitchen boasts tile backsplash, stainless steel appliances, island, eating space, beautiful formica countertops, and opens up into the family room. Step out onto a private back deck off of the kitchen for entertaining. Master bedroom leads into a 3/4 master bath with double sinks and great vanity lighting. Laundry in the mud room and additional 3/4 bath also on the main floor. Relax in the great room with electric fireplace in the finished garden level basement. Two spacious bedrooms with walk-in closets also in the basement, plus a 3/4 bath with large walk-in shower.  Updates include a newer roof, newer windows and exterior paint. Walking distance to Standley Lake and several parks. This home won't last long!","Gorgeous corner lot ranch home in sought after Overlook at Standley Lake neighborhood! Enter into a welcoming and naturally lit living room. Kitchen boasts tile backsplash, stainless steel appliances, island, eating space, beautiful formica countertops, and opens up into the family room. Step out onto a private back deck off of the kitchen for entertaining. Master bedroom leads into a 3/4 master bath with double sinks and great vanity lighting. Laundry in the mud room and additional 3/4 bath also on the main floor. Relax in the great room with electric fireplace in the finished garden level basement. Two spacious bedrooms with walk-in closets also in the basement, plus a 3/4 bath with large walk-in shower.  Updates include a newer roof, newer windows and exterior paint. Walking distance to Standley Lake and several parks. This home won't last long!",NULL,490000,2017-05-25,2017-07-31,"2019-01-15 16:44:41","0000-00-00 00:00:00",0
50040,2,0,0,5078734,NULL,NULL,"360 S Lafayette St",NULL,Denver,,CO,CO,80209,"United States",NULL,"Hip 1 bedroom unit 1.5 blks from Wash Park! Come see this artistically staged model unit - your buyer's will want to move right in! All Buyer's under contract by Dec 31, 2015 will receive a brand new Kitchenaid ref rig (see in Model 103)! This generously sized 1 bd/1.5 ba unit was recently remodeled with brand new paint, carpet and engineered Kahr's flooring. Swanky kitchen with posh appliances, HUGE patio for entertaining plumbed for BBQ, 1 parking space and 1 storage space in your underground heated parking garage.  Aesthetically pleasing design as expected from a Sprocket Design-Build.","Hip 1 bedroom unit 1.5 blks from Wash Park! Come see this artistically staged model unit - your buyer's will want to move right in! All Buyer's under contract by Dec 31, 2015 will receive a brand new Kitchenaid ref rig (see in Model 103)! This generously sized 1 bd/1.5 ba unit was recently remodeled with brand new paint, carpet and engineered Kahr's flooring. Swanky kitchen with posh appliances, HUGE patio for entertaining plumbed for BBQ, 1 parking space and 1 storage space in your underground heated parking garage.  Aesthetically pleasing design as expected from a Sprocket Design-Build.",NULL,364980,2015-10-10,2015-11-30,"2019-01-15 16:44:41","0000-00-00 00:00:00",0
50041,2,0,0,7157160,NULL,NULL,"13606 Garfield St",NULL,Thornton,,CO,CO,80602,"United States",NULL,"This stunning townhome featuring 3 bedrooms, 2 1/2 baths, a detached 2 car attached garage. Gorgeous laminate floors throughout the main floor. Open floor plan with lots of light and such wonderful upgrades. Beautiful granite counters, upgraded cabinets, Newer appliances. Nice size backyard for entertaining.  Washer and Dryer included. Located in a family friendly community featuring an on site park with playground and conveniently located to Shopping Centers, Restaurants, Public Transportation, Golf Clubs and entertainment.  Move in by the holidays!","This stunning townhome featuring 3 bedrooms, 2 1/2 baths, a detached 2 car attached garage. Gorgeous laminate floors throughout the main floor. Open floor plan with lots of light and such wonderful upgrades. Beautiful granite counters, upgraded cabinets, Newer appliances. Nice size backyard for entertaining.  Washer and Dryer included. Located in a family friendly community featuring an on site park with playground and conveniently located to Shopping Centers, Restaurants, Public Transportation, Golf Clubs and entertainment.  Move in by the holidays!",NULL,346900,2017-11-08,2017-12-05,"2019-01-15 16:44:41","0000-00-00 00:00:00",0
50042,2,0,0,6756433,NULL,NULL,"360 S Lafayette St",NULL,Denver,,CO,CO,80209,"United States",NULL,"West facing 1 bedroom unit 1.5 blks from Wash Park! All Buyer's under contract by Dec 31, 2015 will receive a brand new built-in Kitchenaid refrigerator! This generously sized 1 bd/1.5 ba unit was recently remodeled with newer paint & engineered Kahr's flooring. Swanky kitchen with posh appliances, HUGE patio for entertaining plumbed for BBQ, 1 parking space and 1 storage space in your underground heated parking garage.  Aesthetically pleasing design as expected from a Sprocket Design-Build. Killer location makes this a solid buy for years to come!!","West facing 1 bedroom unit 1.5 blks from Wash Park! All Buyer's under contract by Dec 31, 2015 will receive a brand new built-in Kitchenaid refrigerator! This generously sized 1 bd/1.5 ba unit was recently remodeled with newer paint & engineered Kahr's flooring. Swanky kitchen with posh appliances, HUGE patio for entertaining plumbed for BBQ, 1 parking space and 1 storage space in your underground heated parking garage.  Aesthetically pleasing design as expected from a Sprocket Design-Build. Killer location makes this a solid buy for years to come!!",NULL,368830,2015-10-16,2015-11-25,"2019-01-15 16:44:42","0000-00-00 00:00:00",0
50043,2,0,0,8977059,NULL,NULL,"975 Lincoln St",NULL,Denver,,CO,CO,80203,"United States",NULL,"The Beauvallon is everything for those who crave urban luxury living. Located in the Golden Triangle neighborhood of Denver, the property is close to shops, fine dining, night life, museum and art galleries. This gorgeous 3 bed/3 bath unit has a large open floor plan, master suite, city views, and is located on same floor as pool!! Clean, fresh and updated! Show and sell! Residents of the Beauvallon enjoy the vast amenities of state of the art Matrix fitness center, sauna, rooftop pool, jacuzzi, beautiful gardens, bbq's, poolside bar, secured parking, and 24 hour concierge. 2 parking spots included.    Seller wants to sell make an offer!","The Beauvallon is everything for those who crave urban luxury living. Located in the Golden Triangle neighborhood of Denver, the property is close to shops, fine dining, night life, museum and art galleries. This gorgeous 3 bed/3 bath unit has a large open floor plan, master suite, city views, and is located on same floor as pool!! Clean, fresh and updated! Show and sell! Residents of the Beauvallon enjoy the vast amenities of state of the art Matrix fitness center, sauna, rooftop pool, jacuzzi, beautiful gardens, bbq's, poolside bar, secured parking, and 24 hour concierge. 2 parking spots included.    Seller wants to sell make an offer!",NULL,599999,2014-11-11,2015-01-05,"2019-01-15 16:44:42","0000-00-00 00:00:00",0
50044,2,0,0,2038576,NULL,NULL,"975 N Lincoln St",NULL,Denver,,CO,CO,80203,"United States",NULL,"Golden opportunity in Golden Triangle! Motivated owner offers Matrix Fitness Center membership! Unit comes with Two nice sized parking spots in secure garage!   This gorgeous 2 bed/2 bath unit has a nice open floor plan, master suite, two balconies.  City views and Mountain Views!  Clean, fresh!  Residents of the Beauvallon enjoy the vast amenities of state of the art Matrix fitness center,sauna, rooftop pool, jacuzzi, beautiful gardens, bbq's, poolside bar, secured parking, and 24 hour concierge.  Shops and restaurant's in walking distance. Seller shall provide Buyer with either a 1 year Matrix Fitness Center membership for two or a 2 year membership for one.","Golden opportunity in Golden Triangle! Motivated owner offers Matrix Fitness Center membership! Unit comes with Two nice sized parking spots in secure garage!   This gorgeous 2 bed/2 bath unit has a nice open floor plan, master suite, two balconies.  City views and Mountain Views!  Clean, fresh!  Residents of the Beauvallon enjoy the vast amenities of state of the art Matrix fitness center,sauna, rooftop pool, jacuzzi, beautiful gardens, bbq's, poolside bar, secured parking, and 24 hour concierge.  Shops and restaurant's in walking distance. Seller shall provide Buyer with either a 1 year Matrix Fitness Center membership for two or a 2 year membership for one.",NULL,399000,2015-11-19,2016-02-29,"2019-01-15 16:44:42","0000-00-00 00:00:00",0
50045,2,0,0,9329814,NULL,NULL,"8325 Swadley St",NULL,Arvada,,CO,CO,80005,"United States",NULL,"This Beautiful corner lot ranch home in sought after Overlook at Standley Lake neighborhood!  If you like open concept, this home has it!  Enter the living room with tons of natural light. Spacious Kitchen with stainless steel appliances, lots of cabinet space, island has new quartz counter top, kitchen is open to eating space and family room. Entertain family or friends on the private back deck that leads out from the kitchen. Master bedroom with large master bath, double sinks and lit with natural light from skylight. Laundry in the mud room and additional bath on the main floor. Relax in the great room with fireplace in the finished garden level basement. Two spacious bedrooms with walk-in closets, a bath with large walk-in shower. Updates include a newer roof, newer windows, New SolidTech vinyl flooring and exterior paint. Walking distance to Standley Lake and several parks!  Just minutes away from Old Towne Arvada for the whole family to enjoy all the amenities that you need....","This Beautiful corner lot ranch home in sought after Overlook at Standley Lake neighborhood!  If you like open concept, this home has it!  Enter the living room with tons of natural light. Spacious Kitchen with stainless steel appliances, lots of cabinet space, island has new quartz counter top, kitchen is open to eating space and family room. Entertain family or friends on the private back deck that leads out from the kitchen. Master bedroom with large master bath, double sinks and lit with natural light from skylight. Laundry in the mud room and additional bath on the main floor. Relax in the great room with fireplace in the finished garden level basement. Two spacious bedrooms with walk-in closets, a bath with large walk-in shower. Updates include a newer roof, newer windows, New SolidTech vinyl flooring and exterior paint. Walking distance to Standley Lake and several parks!  Just minutes away from Old Towne Arvada for the whole family to enjoy all the amenities that you need....",NULL,565000,2018-07-19,2018-08-29,"2019-01-15 16:44:42","0000-00-00 00:00:00",0
50046,2,0,0,180015805,NULL,NULL,"Great Southern Overland Route ",NULL,Julian,,CA,CA,92036,"United States",NULL,"Beautiful property in silence of the desert.  Perfect for a quiet get-away. Properties are close to Anza Borrego park and the town of Julian. Lot is sold as is.  No utilities are present on property.  No surveying has been done to determine exact boundaries. Easement exists to access parcel from great southern overland route Will review offers for 4-7 days from listing date","Beautiful property in silence of the desert.  Perfect for a quiet get-away. Properties are close to Anza Borrego park and the town of Julian. Lot is sold as is.  No utilities are present on property.  No surveying has been done to determine exact boundaries. Easement exists to access parcel from great southern overland route Will review offers for 4-7 days from listing date",NULL,12000,2018-03-28,2018-07-10,"2019-01-15 17:15:38","0000-00-00 00:00:00",0
50047,2,0,0,180015807,NULL,NULL,"Great Southern Overland Rt Of ",NULL,Julian,,CA,CA,92036,"United States",NULL,"Three 5 acres lots for sale.  9,000 $ each or make a deal as a whole.  Beautiful properties in silence of the desert.  Perfect for a quiet get-away. Properties are close to Anza Borrego park and the town of Julian.","Three 5 acres lots for sale.  9,000 $ each or make a deal as a whole.  Beautiful properties in silence of the desert.  Perfect for a quiet get-away. Properties are close to Anza Borrego park and the town of Julian.",NULL,9000,2018-03-27,2018-05-03,"2019-01-15 17:15:38","0000-00-00 00:00:00",0
50048,2,0,0,180015806,NULL,NULL,"Great Southern Overland Route ",NULL,Julian,,CA,CA,92036,"United States",NULL,"Three 5 acres lots for sale.  9,000 $ each or make a deal as a whole.  Beautiful properties in silence of the desert.  Perfect for a quiet get-away. Properties are close to Anza Borrego park and the town of Julian.","Three 5 acres lots for sale.  9,000 $ each or make a deal as a whole.  Beautiful properties in silence of the desert.  Perfect for a quiet get-away. Properties are close to Anza Borrego park and the town of Julian.",NULL,9000,2018-03-27,2018-05-02,"2019-01-15 17:15:38","0000-00-00 00:00:00",0
50049,2,0,0,180025238,NULL,NULL,"2744 Levante St",NULL,Carlsbad,,CA,CA,92009,"United States",NULL,"Price reduced. Single story fully remodeled home, professionally landscaped front and back, travertine floors throughout, built in surround sound system with a 58 TV, a cooks choice kitchen, easy access to attic with lots of storage space, feels like a retreat yet close to everything, schools, shopping, restaurants.  Minutes from the ocean.  Seller says sell!","Price reduced. Single story fully remodeled home, professionally landscaped front and back, travertine floors throughout, built in surround sound system with a 58 TV, a cooks choice kitchen, easy access to attic with lots of storage space, feels like a retreat yet close to everything, schools, shopping, restaurants.  Minutes from the ocean.  Seller says sell!",NULL,960000,2018-05-09,2018-07-03,"2019-01-15 17:15:38","0000-00-00 00:00:00",0
50050,2,0,0,180054630,NULL,NULL,"874 S Rancho Santa Fe Rd",NULL,"San Marcos",,CA,CA,92078,"United States",NULL,"Light & bright with beautiful views & priced to sell!! Top floor end unit with fresh paint, new carpet, loads of storage, a closet for full size washer/dryer & a balcony off the living room. A detached garage & assigned parking space are included plus ample guest parking. Sommerset Lake San Marcos is conveniently located close to shopping, schools, dining, golf & Lake San Marcos. The complex offers a pool, spa, tennis court, clubhouse & exercise room giving you so many options to have a fun time!!","Light & bright with beautiful views & priced to sell!! Top floor end unit with fresh paint, new carpet, loads of storage, a closet for full size washer/dryer & a balcony off the living room. A detached garage & assigned parking space are included plus ample guest parking. Sommerset Lake San Marcos is conveniently located close to shopping, schools, dining, golf & Lake San Marcos. The complex offers a pool, spa, tennis court, clubhouse & exercise room giving you so many options to have a fun time!!",NULL,335000,2018-09-28,2018-10-30,"2019-01-15 17:15:39","0000-00-00 00:00:00",0
50051,1,0,0,743250,NULL,NULL,"1130 Berkeley Ln E",NULL,Monmouth,,OR,OR,97361,"United States",NULL,"Accepted Offer with Contingencies. Edwards Addition is inspired by great old Pacific Northwest neighborhoods. Each home has a welcoming front porch and amenities include a village green, an urban farm and tree lined streets. Community events like book clubs, wine nights and BBQ's make it much more than just another subdivision. It  s a place to call home. Listing agent is secretary of Olsen Design & Development, Inc.","Accepted Offer with Contingencies. Edwards Addition is inspired by great old Pacific Northwest neighborhoods. Each home has a welcoming front porch and amenities include a village green, an urban farm and tree lined streets. Community events like book clubs, wine nights and BBQ's make it much more than just another subdivision. It  s a place to call home. Listing agent is secretary of Olsen Design & Development, Inc.",NULL,557400,2019-01-09,2019-01-15,"2019-01-15 17:28:03","0000-00-00 00:00:00",0
50052,1,0,0,740128,NULL,NULL,"702 Beaton Ln S",NULL,Monmouth,,OR,OR,97361,"United States",NULL,"Accepted Offer with Contingencies. Edwards Addition, what we call "a new traditional neighborhood" is inspired by those old great neighborhoods found throughout the Pacific Northwest. Each house has a welcoming front porch which embraces the neighborhood. Sidewalks are shaded by trees which are growing in generous street lawn which helps create a natural buffer between the home and street.  List agent is secretary of Olsen Design and Development.","Accepted Offer with Contingencies. Edwards Addition, what we call "a new traditional neighborhood" is inspired by those old great neighborhoods found throughout the Pacific Northwest. Each house has a welcoming front porch which embraces the neighborhood. Sidewalks are shaded by trees which are growing in generous street lawn which helps create a natural buffer between the home and street.  List agent is secretary of Olsen Design and Development.",NULL,534000,2018-10-02,2019-01-15,"2019-01-15 17:28:03","0000-00-00 00:00:00",0
50053,1,0,0,740126,NULL,NULL,"1107 Berkeley Ln E",NULL,Monmouth,,OR,OR,97361,"United States",NULL,"Accepted Offer with Contingencies. Edwards Addition, what we call "a new traditional neighborhood" is inspired by those old great neighborhoods found throughout the Pacific Northwest. Each house has a welcoming front porch which embraces the neighborhood. Sidewalks are shaded by trees which are growing in generous street lawn which helps create a natural buffer between the home and street.  Listing agent is secretary of Olsen Design & Development.","Accepted Offer with Contingencies. Edwards Addition, what we call "a new traditional neighborhood" is inspired by those old great neighborhoods found throughout the Pacific Northwest. Each house has a welcoming front porch which embraces the neighborhood. Sidewalks are shaded by trees which are growing in generous street lawn which helps create a natural buffer between the home and street.  Listing agent is secretary of Olsen Design & Development.",NULL,410000,2018-10-02,2019-01-15,"2019-01-15 17:28:03","0000-00-00 00:00:00",0
50054,1,0,0,740580,NULL,NULL,"732 Beaton Ln S",NULL,Monmouth,,OR,OR,97361,"United States",NULL,"Featuring our newest offering     a large shop on your lot! Edwards Addition is inspired by great old Pacific Northwest neighborhoods. Each home has a welcoming front porch and amenities include a village green, an urban farm and tree lined streets. Community events like book clubs, wine nights and BBQ's makeit much more than just another subdivision. It  s a place to call home. Listing agent is secretary of Olsen Design & Development, Inc.","Featuring our newest offering     a large shop on your lot! Edwards Addition is inspired by great old Pacific Northwest neighborhoods. Each home has a welcoming front porch and amenities include a village green, an urban farm and tree lined streets. Community events like book clubs, wine nights and BBQ's makeit much more than just another subdivision. It  s a place to call home. Listing agent is secretary of Olsen Design & Development, Inc.",NULL,473000,2018-10-15,2019-01-15,"2019-01-15 17:28:04","0000-00-00 00:00:00",0
50055,2,0,0,740304,NULL,NULL,"1053 Berkeley Ln E",NULL,Monmouth,,OR,OR,97361,"United States",NULL,"Edwards Addition is inspired by the feel of great old neighborhoods found throughout the Pacific Northwest. Each house has a welcoming front porch and amenities include a village green, pocket parks, an urban farm and tree lined streets. Community events like book clubs, wine nights and BBQ's make it much more than just another subdivision. It's a place to call home. Listing agent is an owner of Olsen Design & Development.","Edwards Addition is inspired by the feel of great old neighborhoods found throughout the Pacific Northwest. Each house has a welcoming front porch and amenities include a village green, pocket parks, an urban farm and tree lined streets. Community events like book clubs, wine nights and BBQ's make it much more than just another subdivision. It's a place to call home. Listing agent is an owner of Olsen Design & Development.",NULL,485800,2018-10-08,2018-12-07,"2019-01-15 17:28:04","0000-00-00 00:00:00",0
50056,2,0,0,5698479,NULL,NULL,"7619 W Brown Street",NULL,Peoria,,AZ,AZ,85345,"United States",NULL,"Gorgeous 3 bed, 2 bath property located in Peoria. Featuring refinished 2 car garage, RV gate, plus welcoming gravel front yard. Enchanting interior featuring vaulted ceilings, spacious living/dining area, and fresh neutral paint throughout. Lovely efficient kitchen design featuring matching appliances, brand new granite counter tops,refinished cabinets with ample space, gas stove, and a breakfast bar. Spacious master offers a private exit, lavish full bath with dual sinks, and walk-in closet. Perfect sized backyard complete with a covered patio, gravel landscaping, storage sheds, concrete slab for RV parking, and citrus trees. NO HOA and near proximity to schools, city parks, transportation, and shopping. Hurry to see this property today.","Gorgeous 3 bed, 2 bath property located in Peoria. Featuring refinished 2 car garage, RV gate, plus welcoming gravel front yard. Enchanting interior featuring vaulted ceilings, spacious living/dining area, and fresh neutral paint throughout. Lovely efficient kitchen design featuring matching appliances, brand new granite counter tops,refinished cabinets with ample space, gas stove, and a breakfast bar. Spacious master offers a private exit, lavish full bath with dual sinks, and walk-in closet. Perfect sized backyard complete with a covered patio, gravel landscaping, storage sheds, concrete slab for RV parking, and citrus trees. NO HOA and near proximity to schools, city parks, transportation, and shopping. Hurry to see this property today.",NULL,230000,2017-12-14,2018-03-05,"2019-01-15 17:39:00","0000-00-00 00:00:00",0
50057,2,0,0,5575626,NULL,NULL,"14816 Charter Oak Road",NULL,Surprise,,AZ,AZ,85379,"United States",NULL,"Absolutely gorgeous home! This home has been completely remolded. All new flooring, granite countertops, two tone paint, appliances. Must see to believe. This home really will go fast!","Absolutely gorgeous home! This home has been completely remolded. All new flooring, granite countertops, two tone paint, appliances. Must see to believe. This home really will go fast!",NULL,1295,2017-03-15,2017-03-31,"2019-01-15 17:39:01","0000-00-00 00:00:00",0
